id,ST_NUM,date1,Id_M,value1
641,1150084208,29/4/2025 00:00:00,4,-1
643,1162254278,29/4/2025 00:00:00,16,-2
644,1161813215,29/4/2025 00:00:00,16,-2
646,1148771452,29/4/2025 00:00:00,13,-2
647,1152436463,29/4/2025 00:00:00,13,-2
648,1151456884,29/4/2025 00:00:00,4,-1
649,1148395708,29/4/2025 00:00:00,4,-1
650,1153640063,29/4/2025 00:00:00,20,-2
651,1163065137,29/4/2025 00:00:00,23,-3
652,1152445159,29/4/2025 00:00:00,24,-3
653,1159208121,29/4/2025 00:00:00,6,-1
654,1160959076,29/4/2025 00:00:00,13,-2
655,1152823728,29/4/2025 00:00:00,13,-2
656,1151403720,29/4/2025 00:00:00,13,-2
659,1151940606,29/4/2025 00:00:00,17,-2
660,1151858451,29/4/2025 00:00:00,13,-2
661,1150561817,29/4/2025 00:00:00,13,-2
662,1148395708,29/4/2025 00:00:00,13,-2
663,1153882194,29/4/2025 00:00:00,12,-2
664,1162754848,29/4/2025 00:00:00,12,-2
665,1154246324,29/4/2025 00:00:00,16,-2
666,1150084208,29/4/2025 00:00:00,16,-2
667,1151403720,29/4/2025 00:00:00,16,-2
668,1156255281,29/4/2025 00:00:00,13,-2
669,1165642164,29/4/2025 00:00:00,13,-2
670,1155581232,29/4/2025 00:00:00,13,-2
671,1162254278,16/8/2015 00:00:00,5,-1
672,1162565111,30/4/2025 00:00:00,5,-1
673,1162565111,30/4/2025 00:00:00,5,-1
674,1159397643,30/4/2025 00:00:00,6,-1
675,1163294406,30/4/2025 00:00:00,20,-2
677,1161918113,30/4/2025 00:00:00,16,-2
678,1162754848,30/4/2025 00:00:00,16,-2
679,1161404189,30/4/2025 00:00:00,16,-2
680,1162706368,30/4/2025 00:00:00,16,-2
681,1149867275,30/4/2025 00:00:00,13,-2
682,1149768903,30/4/2025 00:00:00,13,-2
684,1156970939,30/4/2025 00:00:00,18,-2
686,1159625274,30/4/2025 00:00:00,13,-2
687,1154274631,30/4/2025 00:00:00,13,-2
690,1152782312,30/4/2025 00:00:00,13,-2
691,1150557195,30/4/2025 00:00:00,13,-2
692,1151108113,30/4/2025 00:00:00,13,-2
693,1152688501,30/4/2025 00:00:00,13,-2
694,1165642164,30/4/2025 00:00:00,13,-2
696,1164654145,30/4/2025 00:00:00,13,-2
697,1163294430,30/4/2025 00:00:00,13,-2
698,1158336469,30/4/2025 00:00:00,13,-2
699,1162798746,30/4/2025 00:00:00,16,-2
700,1162203952,30/4/2025 00:00:00,16,-2
701,1151940606,30/4/2025 00:00:00,24,-3
702,1155115726,30/4/2025 00:00:00,4,-1
703,1158223147,30/4/2025 00:00:00,4,-1
704,1156171355,30/4/2025 00:00:00,4,-1
705,1157713957,30/4/2025 00:00:00,4,-1
706,1150945218,30/4/2025 00:00:00,13,-2
707,1151766068,30/4/2025 00:00:00,13,-2
708,1149901009,30/4/2025 00:00:00,16,-2
710,1151403720,30/4/2025 00:00:00,4,-1
711,1151238456,30/4/2025 00:00:00,20,-2
712,1162526477,30/4/2025 00:00:00,13,-2
713,1159401817,30/4/2025 00:00:00,13,-2
715,1162333510,30/4/2025 00:00:00,20,-2
717,1158336469,30/4/2025 00:00:00,13,-2
719,1152246904,1/5/2025 00:00:00,4,-1
720,1161156078,1/5/2025 00:00:00,24,-3
721,1160778021,1/5/2025 00:00:00,16,-2
722,1150910477,1/5/2025 00:00:00,13,-2
723,1148534116,1/5/2025 00:00:00,13,-2
725,1152090575,1/5/2025 00:00:00,16,-2
726,1159927852,1/5/2025 00:00:00,6,-1
727,1161728488,1/5/2025 00:00:00,13,-2
728,1153634983,1/5/2025 00:00:00,13,-2
729,1155581232,1/5/2025 00:00:00,13,-2
730,1151086566,1/5/2025 00:00:00,16,-2
731,1152037857,1/5/2025 00:00:00,16,-2
732,1155472879,1/5/2025 00:00:00,18,-2
735,1152543672,1/5/2025 00:00:00,12,-2
737,1161156078,1/5/2025 00:00:00,13,-2
738,1162516106,1/5/2025 00:00:00,13,-2
739,1162254278,1/5/2025 00:00:00,13,-2
740,1159625274,1/5/2025 00:00:00,13,-2
741,1159108420,1/5/2025 00:00:00,13,-2
742,1162706368,1/5/2025 00:00:00,13,-2
743,1159299492,1/5/2025 00:00:00,13,-2
744,1157767607,1/5/2025 00:00:00,13,-2
745,1161374408,1/5/2025 00:00:00,13,-2
746,1162765059,1/5/2025 00:00:00,13,-2
747,1162754848,1/5/2025 00:00:00,16,-2
748,1159843455,1/5/2025 00:00:00,8,-1
749,1152010110,1/5/2025 00:00:00,13,-2
750,1161804552,1/5/2025 00:00:00,13,-2
751,1151911185,1/5/2025 00:00:00,13,-2
752,1149804807,1/5/2025 00:00:00,13,-2
753,1152445159,1/5/2025 00:00:00,7,-1
755,1151238456,1/5/2025 00:00:00,13,-2
756,1149355073,1/5/2025 00:00:00,4,-1
757,1160723621,1/5/2025 00:00:00,13,-2
758,1157678820,1/5/2025 00:00:00,13,-2
759,1156653600,1/5/2025 00:00:00,20,-2
761,1155472879,1/5/2025 00:00:00,18,-2
762,1154158719,1/5/2025 00:00:00,18,-2
763,1155312075,1/5/2025 00:00:00,18,-2
764,1157950567,1/5/2025 00:00:00,18,-2
765,1152543672,1/5/2025 00:00:00,13,-2
766,1162254278,1/5/2025 00:00:00,13,-2
767,1161374408,1/5/2025 00:00:00,13,-2
768,1164654145,1/5/2025 00:00:00,13,-2
769,1161374408,1/5/2025 00:00:00,13,-2
770,1159208121,1/5/2025 00:00:00,13,-2
771,1162254278,6/5/2025 00:00:00,13,-2
772,1163056672,6/5/2025 00:00:00,13,-2
775,1151766068,6/5/2025 00:00:00,4,-1
776,1149457739,6/5/2025 00:00:00,8,-1
777,1151086566,6/5/2025 00:00:00,8,-1
778,1151452024,6/5/2025 00:00:00,19,-2
780,1154946444,6/5/2025 00:00:00,20,-2
782,1156970939,6/5/2025 00:00:00,20,-2
783,1152686406,6/5/2025 00:00:00,20,-2
784,1158136125,6/5/2025 00:00:00,13,-2
785,1151938998,7/5/2025 00:00:00,24,-3
786,1162320673,7/5/2025 00:00:00,24,-3
787,1161534555,7/5/2025 00:00:00,6,-1
788,1152543672,7/5/2025 00:00:00,13,-2
790,1151108113,7/5/2025 00:00:00,5,-1
792,1153040447,7/5/2025 00:00:00,13,-2
793,1150557195,7/5/2025 00:00:00,13,-2
796,1153324619,7/5/2025 00:00:00,4,-1
798,1163159344,7/5/2025 00:00:00,6,-1
799,1161557069,7/5/2025 00:00:00,6,-1
800,1161557069,7/5/2025 00:00:00,20,-2
801,1158009264,7/5/2025 00:00:00,20,-2
803,1153838477,7/5/2025 00:00:00,13,-2
804,1152688501,7/5/2025 00:00:00,13,-2
805,1150561817,7/5/2025 00:00:00,13,-2
806,1154830861,7/5/2025 00:00:00,13,-2
807,1161813215,7/5/2025 00:00:00,13,-2
809,1162875783,7/5/2025 00:00:00,3,-1
810,1163972407,8/5/2025 00:00:00,6,-1
812,1161809767,8/5/2025 00:00:00,6,-1
813,1161452485,8/5/2025 00:00:00,6,-1
814,1161863863,8/5/2025 00:00:00,6,-1
815,1162706368,8/5/2025 00:00:00,6,-1
816,1165297126,8/5/2025 00:00:00,6,-1
817,1161918113,8/5/2025 00:00:00,13,-2
818,1152543672,11/5/2025 00:00:00,13,-2
819,1162798746,11/5/2025 00:00:00,5,-1
820,1154946444,11/5/2025 00:00:00,8,-1
821,1161918113,11/5/2025 00:00:00,20,-2
822,1161813215,11/5/2025 00:00:00,13,-1
825,1156643403,11/5/2025 00:00:00,13,-2
826,1155333147,11/5/2025 00:00:00,5,-1
827,1157218890,11/5/2025 00:00:00,5,-1
828,1156653600,11/5/2025 00:00:00,20,-2
829,1154946444,11/5/2025 00:00:00,15,-2
830,1152838056,11/5/2025 00:00:00,13,-2
831,1162516106,11/5/2025 00:00:00,13,-2
832,1161156078,11/5/2025 00:00:00,13,-2
833,1162526477,11/5/2025 00:00:00,16,-2
834,1161557069,11/5/2025 00:00:00,5,-1
835,1159625274,11/5/2025 00:00:00,13,-2
836,1159043544,11/5/2025 00:00:00,13,-2
837,1160895387,12/5/2025 00:00:00,16,-2
838,1152543672,13/5/2025 00:00:00,15,-2
839,1161077951,13/5/2025 00:00:00,13,-2
842,1156255281,13/5/2025 00:00:00,49,-10
844,1157678820,13/5/2025 00:00:00,13,-2
846,1162875783,13/5/2025 00:00:00,13,-2
847,1162799033,13/5/2025 00:00:00,13,-2
848,1152543672,13/5/2025 00:00:00,13,-2
849,1161632987,13/5/2025 00:00:00,13,-2
851,1152543672,13/5/2025 00:00:00,13,-2
852,1161918113,14/5/2025 00:00:00,5,-1
853,1156373605,14/5/2025 00:00:00,13,-2
854,1156255281,14/5/2025 00:00:00,13,-2
855,1156921908,14/5/2025 00:00:00,13,-2
856,1154158719,14/5/2025 00:00:00,13,-2
857,1161156078,14/5/2025 00:00:00,13,-2
858,1159625274,14/5/2025 00:00:00,13,-2
859,1161728488,14/5/2025 00:00:00,13,-2
860,1163056672,14/5/2025 00:00:00,13,-2
861,1163294406,14/5/2025 00:00:00,4,-1
862,1160667703,14/5/2025 00:00:00,4,-1
863,1153324619,14/5/2025 00:00:00,11,-1
864,1163294406,14/5/2025 00:00:00,13,-2
866,1151536958,14/5/2025 00:00:00,13,-2
867,1152037857,14/5/2025 00:00:00,13,-2
868,1154158719,14/5/2025 00:00:00,13,-2
869,1156643403,14/5/2025 00:00:00,13,-2
871,1162254278,14/5/2025 00:00:00,13,-2
872,1159625274,14/5/2025 00:00:00,13,-2
874,1152319842,14/5/2025 00:00:00,20,-2
875,1161918113,14/5/2025 00:00:00,13,-2
876,1153274269,14/5/2025 00:00:00,13,-2
880,1162875783,14/5/2025 00:00:00,13,-2
881,1162391096,14/5/2025 00:00:00,13,-2
882,1162391096,14/5/2025 00:00:00,18,-2
883,1154946444,14/5/2025 00:00:00,13,-2
884,1155783184,14/5/2025 00:00:00,4,-1
886,1154246324,14/5/2025 00:00:00,4,-1
887,1152445159,14/5/2025 00:00:00,13,-2
888,1148771452,14/5/2025 00:00:00,13,-2
890,1152090724,14/5/2025 00:00:00,13,-2
892,1161053440,14/5/2025 00:00:00,31,-3
893,1152834535,14/5/2025 00:00:00,13,-2
894,1152543672,14/5/2025 00:00:00,24,-3
895,1159859394,14/5/2025 00:00:00,13,-2
896,1163294430,14/5/2025 00:00:00,5,-1
898,1155186776,14/5/2025 00:00:00,13,-2
900,1163294406,15/5/2025 00:00:00,13,-2
902,1152319842,15/5/2025 00:00:00,16,-2
903,1156352617,15/5/2025 00:00:00,16,-2
904,1159043544,15/5/2025 00:00:00,5,-1
905,1152543672,15/5/2025 00:00:00,13,-2
906,1152010110,15/5/2025 00:00:00,18,-2
907,1159927852,15/5/2025 00:00:00,13,-2
908,1148395708,15/5/2025 00:00:00,18,-2
909,1151858451,15/5/2025 00:00:00,18,-2
910,1158317071,15/5/2025 00:00:00,13,-2
911,1160723621,15/5/2025 00:00:00,8,-1
914,1159392503,15/5/2025 00:00:00,13,-2
915,1165642164,15/5/2025 00:00:00,13,-2
916,1152090575,15/5/2025 00:00:00,49,-10
917,1164794651,15/5/2025 00:00:00,13,-2
918,1158336469,15/5/2025 00:00:00,13,-2
919,1162600850,15/5/2025 00:00:00,13,-2
921,1152436463,15/5/2025 00:00:00,13,-2
922,1149655506,15/5/2025 00:00:00,13,-2
923,1159625274,15/5/2025 00:00:00,13,-2
924,1161156078,15/5/2025 00:00:00,13,-2
925,1159492444,15/5/2025 00:00:00,13,-2
926,1151238456,15/5/2025 00:00:00,8,-1
927,1154246324,18/5/2025 00:00:00,5,-1
928,1163294406,18/5/2025 00:00:00,4,-1
929,1151766068,18/5/2025 00:00:00,4,-1
930,1152445159,18/5/2025 00:00:00,4,-1
931,1152436463,18/5/2025 00:00:00,5,-1
933,1161156078,18/5/2025 00:00:00,5,-1
934,1162516106,18/5/2025 00:00:00,5,-1
936,1148771452,18/5/2025 00:00:00,13,-2
937,1152520381,18/5/2025 00:00:00,13,-2
938,1153191513,18/5/2025 00:00:00,13,-2
941,1151940606,18/5/2025 00:00:00,4,-1
944,1152436463,18/5/2025 00:00:00,13,-2
945,1148771452,18/5/2025 00:00:00,13,-2
946,1163065137,18/5/2025 00:00:00,13,-2
947,1152445159,18/5/2025 00:00:00,13,-2
948,1158223147,18/5/2025 00:00:00,13,-2
949,1158009959,18/5/2025 00:00:00,13,-2
950,1154556516,18/5/2025 00:00:00,13,-2
951,1152090724,18/5/2025 00:00:00,5,-1
952,1154889768,18/5/2025 00:00:00,5,-1
953,1161918113,18/5/2025 00:00:00,5,-1
955,1162333510,18/5/2025 00:00:00,13,-2
956,1151940606,18/5/2025 00:00:00,5,-1
957,1161728488,18/5/2025 00:00:00,13,-2
958,1155783184,18/5/2025 00:00:00,5,-1
959,1154914053,18/5/2025 00:00:00,13,-2
960,1158223147,18/5/2025 00:00:00,13,-2
961,1154346223,18/5/2025 00:00:00,13,-2
962,1159345246,18/5/2025 00:00:00,13,-2
963,1155760554,18/5/2025 00:00:00,13,-2
964,1157950567,18/5/2025 00:00:00,13,-2
965,1156164079,18/5/2025 00:00:00,13,-2
966,1164925792,28/5/2024 00:00:00,18,-2
967,1155937616,28/5/2024 00:00:00,18,-2
968,1155472879,28/5/2024 00:00:00,18,-2
970,1152246904,18/5/2025 00:00:00,13,-2
971,1161452485,18/5/2025 00:00:00,5,-1
972,1152319842,18/5/2025 00:00:00,13,-2
976,1161557069,18/5/2025 00:00:00,13,-2
984,1157678820,19/5/2025 00:00:00,13,-2
985,1152952766,19/5/2025 00:00:00,4,-1
986,1154246324,19/5/2025 00:00:00,4,-1
987,1152834535,19/5/2025 00:00:00,4,-1
989,1161271083,19/5/2025 00:00:00,13,-2
990,1152037857,19/5/2025 00:00:00,4,-1
992,1154246324,19/5/2025 00:00:00,13,-2
993,1162100851,19/5/2025 00:00:00,16,-2
1006,1164925792,20/5/2025 00:00:00,18,-2
1007,1159927852,20/5/2025 00:00:00,13,-2
1008,1160570485,20/5/2025 00:00:00,13,-2
1009,1161077951,20/5/2025 00:00:00,13,-2
1010,1161632987,20/5/2025 00:00:00,13,-2
1011,1160050124,20/5/2025 00:00:00,13,-2
1012,1158705911,20/5/2025 00:00:00,5,-1
1013,1162516106,21/5/2025 00:00:00,13,-2
1014,1152297824,21/5/2025 00:00:00,6,-1
1015,1162706368,21/5/2025 00:00:00,13,-2
1016,1162706368,21/5/2025 00:00:00,16,-2
1017,1159318326,21/5/2025 00:00:00,13,-2
1018,1160692404,21/5/2025 00:00:00,20,-2
1019,1162799033,21/5/2025 00:00:00,20,-2
1020,1162203952,21/5/2025 00:00:00,13,-2
1021,1159318326,21/5/2025 00:00:00,13,-2
1022,1162875783,21/5/2025 00:00:00,13,-2
1024,1154246324,21/5/2025 00:00:00,20,-2
1025,1151305065,21/5/2025 00:00:00,20,-2
1026,1150561817,21/5/2025 00:00:00,20,-2
1027,1159962586,22/5/2025 00:00:00,31,-3
1028,1162516106,22/5/2025 00:00:00,13,-2
1029,1152436463,22/5/2025 00:00:00,18,-2
1030,1148771452,22/5/2025 00:00:00,18,-2
1031,1161557069,4/7/2025 00:00:00,13,-2
1032,1160692404,4/7/2025 00:00:00,13,-2
1033,1159419900,1/9/2025 00:00:00,4,-1
1034,1152319842,2/9/2025 00:00:00,16,-2
1035,1154946444,2/9/2025 00:00:00,16,-2
1036,1159419900,29/10/2025 00:00:00,11,-1
1037,1164397133,2/11/2025 00:00:00,13,-2
1038,1163820606,2/11/2025 00:00:00,13,-2
1039,1165642164,2/11/2025 00:00:00,13,-2
1040,1154952103,2/11/2025 00:00:00,13,-2
1041,1156205278,2/11/2025 00:00:00,13,-2
1042,1153634983,2/11/2025 00:00:00,13,-2
1043,1155210246,2/11/2025 00:00:00,13,-2
1044,1164822619,2/11/2025 00:00:00,13,-2
1045,1167279270,4/11/2025 00:00:00,13,-2
1046,1164926535,4/11/2025 00:00:00,13,-2
1047,1166396844,4/11/2025 00:00:00,13,-2
1048,1164091736,4/11/2025 00:00:00,13,-2
1049,1162875783,5/11/2025 00:00:00,13,-2
1050,1160692404,5/11/2025 00:00:00,13,-2
1051,1163056672,5/11/2025 00:00:00,13,-2
1052,1178117576,5/11/2025 00:00:00,13,-2
1053,1164926535,5/11/2025 00:00:00,13,-2
1054,1166255685,5/11/2025 00:00:00,13,-2
1055,1160968309,5/11/2025 00:00:00,13,-2
1056,1162279986,5/11/2025 00:00:00,13,-2
1057,1162889644,6/11/2025 00:00:00,3,-1
1058,1160548416,6/11/2025 00:00:00,13,-2
1059,1157678820,6/11/2025 00:00:00,13,-2
1060,1161813215,6/11/2025 00:00:00,8,-1
1061,1159625274,6/11/2025 00:00:00,8,-1
1062,1162565111,10/11/2025 00:00:00,13,-2
1063,1165820752,10/11/2025 00:00:00,13,-2
1064,1166973196,11/11/2025 00:00:00,13,-2
1065,1161918113,16/11/2025 00:00:00,13,-2
1066,1164402107,16/11/2025 00:00:00,13,-2
1067,1157678820,17/11/2025 00:00:00,20,-2
1068,1166255685,17/11/2025 00:00:00,13,-2
1069,1163465154,17/11/2025 00:00:00,13,-2
1070,1155645854,1/12/2025 00:00:00,3,-1
1071,1157468537,1/12/2025 00:00:00,3,-1
1072,1161597776,1/12/2025 00:00:00,13,-2
1073,1162279986,2/12/2025 00:00:00,5,-1
1074,1162203952,2/12/2025 00:00:00,5,-1
1075,1162799033,2/12/2025 00:00:00,5,-1
1076,1154869661,2/12/2025 00:00:00,13,-2
1077,1158916989,2/12/2025 00:00:00,13,-2
1078,1158916989,2/12/2025 00:00:00,13,-2
1079,1156653600,2/12/2025 00:00:00,18,-2
1080,1162565111,2/12/2025 00:00:00,13,-2
1081,1166973196,3/12/2025 00:00:00,3,-1
1082,1162720799,3/12/2025 00:00:00,3,-1
1083,1164131664,3/12/2025 00:00:00,3,-1
1084,1158705911,4/12/2025 00:00:00,13,-2
1085,1162254278,4/12/2025 00:00:00,13,-2
1086,1159318326,4/12/2025 00:00:00,13,-2
1087,1158705911,9/12/2025 00:00:00,15,-2
1088,1162565111,9/12/2025 00:00:00,15,-2
1089,1164131664,22/12/2025 00:00:00,13,-2
1090,1155937616,23/12/2025 00:00:00,13,-2
1091,1162254278,23/12/2025 00:00:00,20,-2
1092,1158705911,23/12/2025 00:00:00,20,-2
1093,1169533807,24/12/2025 00:00:00,5,-1
1094,1166973196,24/12/2025 00:00:00,5,-1
1095,1162720799,24/12/2025 00:00:00,5,-1
