id,ST_NUM,date1,Id_M,value1
615,1162526477,29/4/2025 00:00:00,13,-2
616,1161918113,29/4/2025 00:00:00,13,-2
617,1159318326,29/4/2025 00:00:00,13,-2
618,1161156078,29/4/2025 00:00:00,13,-2
619,1150557195,29/4/2025 00:00:00,13,-2
621,1155294018,29/4/2025 00:00:00,26,-3
622,1162254278,29/4/2025 00:00:00,13,-2
623,1156115667,29/4/2025 00:00:00,13,-2
624,1156391060,29/4/2025 00:00:00,13,-2
625,1152952766,29/4/2025 00:00:00,4,-1
626,1155783184,29/4/2025 00:00:00,6,-1
627,1158136125,29/4/2025 00:00:00,49,-10
628,1152297824,29/4/2025 00:00:00,13,-2
629,1153880354,29/4/2025 00:00:00,13,-2
631,1161452485,29/4/2025 00:00:00,26,-3
633,1152952766,29/4/2025 00:00:00,13,-2
634,1164925792,29/4/2025 00:00:00,20,-2
635,1148534116,29/4/2025 00:00:00,13,-2
636,1152037857,29/4/2025 00:00:00,13,-2
637,1152127039,29/4/2025 00:00:00,13,-2
638,1163294406,29/4/2025 00:00:00,13,-2
639,1150945218,29/4/2025 00:00:00,13,-2
640,1151766068,29/4/2025 00:00:00,4,-1
