serial,dateenter,time,ST_NUM,enter,time1,do,enter2,sentg,sentt
2994,2/11/2025 00:00:00,30/12/1899 06:28:33,1165509637,1,,,,,
2995,2/11/2025 00:00:00,30/12/1899 07:02:02,1165513324,3,,,,,
2996,2/11/2025 00:00:00,30/12/1899 06:46:05,1165609510,1,,,,,
2997,2/11/2025 00:00:00,30/12/1899 07:13:22,1165617489,3,,,,,
2998,2/11/2025 00:00:00,30/12/1899 06:56:07,1165626738,3,,,,,
2999,2/11/2025 00:00:00,30/12/1899 06:40:46,1165642164,1,,,,,
3000,2/11/2025 00:00:00,30/12/1899 06:27:47,1165667377,1,,,,,
3001,2/11/2025 00:00:00,30/12/1899 06:38:55,1165706654,1,,,,,
3002,2/11/2025 00:00:00,,1165724798,2,,,,,
3003,2/11/2025 00:00:00,30/12/1899 06:42:01,1165736545,1,,,,,
3004,2/11/2025 00:00:00,30/12/1899 06:56:39,1165770098,3,,,,,
3005,2/11/2025 00:00:00,30/12/1899 06:26:35,1165804822,1,,,,,
3006,2/11/2025 00:00:00,30/12/1899 06:31:00,1165820752,1,,,,,
3007,2/11/2025 00:00:00,,1165849413,2,,,,,
3008,2/11/2025 00:00:00,,1165871326,2,,,,,
3009,2/11/2025 00:00:00,30/12/1899 06:43:51,1165896869,1,,,,,
3010,2/11/2025 00:00:00,30/12/1899 06:43:26,1165905561,1,,,,,
3011,2/11/2025 00:00:00,30/12/1899 06:42:48,1165954155,1,,,,,
3012,2/11/2025 00:00:00,,1165961531,2,,,,,
3013,2/11/2025 00:00:00,30/12/1899 07:13:06,1165973247,3,,,,,
3014,2/11/2025 00:00:00,30/12/1899 06:48:11,1166172492,1,,,,,
3015,2/11/2025 00:00:00,30/12/1899 06:32:09,1166178457,1,,,,,
3016,2/11/2025 00:00:00,30/12/1899 06:33:19,1166239671,1,,,,,
3017,2/11/2025 00:00:00,30/12/1899 06:56:04,1166255685,3,,,,,
3018,2/11/2025 00:00:00,30/12/1899 07:20:39,1166310498,3,,,,,
3019,2/11/2025 00:00:00,,1166337020,2,,,,,
3020,2/11/2025 00:00:00,30/12/1899 06:44:46,1166363034,1,,,,,
3021,2/11/2025 00:00:00,30/12/1899 06:43:33,1166374239,1,,,,,
3022,2/11/2025 00:00:00,30/12/1899 06:43:20,1166393403,1,,,,,
3023,2/11/2025 00:00:00,30/12/1899 06:52:23,1166396844,3,,,,,
3024,2/11/2025 00:00:00,30/12/1899 06:45:30,1166423101,1,,,,,
3025,2/11/2025 00:00:00,30/12/1899 06:47:15,1166454890,1,,,,,
3026,2/11/2025 00:00:00,30/12/1899 06:36:41,1166569028,1,,,,,
3027,2/11/2025 00:00:00,30/12/1899 06:57:59,1166598746,3,,,,,
3028,2/11/2025 00:00:00,30/12/1899 06:42:03,1166649259,1,,,,,
3029,2/11/2025 00:00:00,30/12/1899 06:45:33,1166713048,1,,,,,
3030,2/11/2025 00:00:00,30/12/1899 07:06:44,1166755163,3,,,,,
3031,2/11/2025 00:00:00,30/12/1899 07:01:53,1166840189,3,,,,,
3032,2/11/2025 00:00:00,30/12/1899 06:41:54,1166873966,1,,,,,
3033,2/11/2025 00:00:00,30/12/1899 07:04:51,1166926830,3,,,,,
3034,2/11/2025 00:00:00,30/12/1899 07:13:32,1166931830,3,,,,,
3035,2/11/2025 00:00:00,30/12/1899 07:01:48,1166973196,3,,,,,
3036,2/11/2025 00:00:00,30/12/1899 06:41:48,1166975118,1,,,,,
3037,2/11/2025 00:00:00,30/12/1899 07:13:48,1166988095,3,,,,,
3038,2/11/2025 00:00:00,,1167047693,2,,,,,
3039,2/11/2025 00:00:00,30/12/1899 06:16:52,1167083789,1,,,,,
3040,2/11/2025 00:00:00,,1167163771,2,,,,,
3041,2/11/2025 00:00:00,30/12/1899 07:04:37,1167178613,3,,,,,
3042,2/11/2025 00:00:00,30/12/1899 06:35:29,1167182425,1,,,,,
3043,2/11/2025 00:00:00,30/12/1899 07:00:37,1167279270,3,,,,,
3044,2/11/2025 00:00:00,30/12/1899 06:58:59,1167379641,3,,,,,
3045,2/11/2025 00:00:00,30/12/1899 06:45:40,1167404514,1,,,,,
3046,2/11/2025 00:00:00,30/12/1899 06:45:52,1167525557,1,,,,,
3047,2/11/2025 00:00:00,30/12/1899 06:56:47,1167670775,3,,,,,
3048,2/11/2025 00:00:00,30/12/1899 07:03:07,1168069076,3,,,,,
3049,2/11/2025 00:00:00,30/12/1899 06:31:32,1168083663,1,,,,,
3050,2/11/2025 00:00:00,30/12/1899 06:36:00,1168142006,1,,,,,
3051,2/11/2025 00:00:00,30/12/1899 06:38:36,1169533807,1,,,,,
3052,2/11/2025 00:00:00,30/12/1899 06:42:12,1170754814,1,,,,,
3053,2/11/2025 00:00:00,30/12/1899 06:54:30,1173093822,3,,,,,
3054,2/11/2025 00:00:00,30/12/1899 06:39:34,1173590314,1,,,,,
3055,2/11/2025 00:00:00,30/12/1899 07:05:48,1174167567,3,,,,,
3056,2/11/2025 00:00:00,30/12/1899 07:04:08,1178117576,3,,,,,
3057,2/11/2025 00:00:00,30/12/1899 06:16:31,1178233050,1,,,,,
3058,2/11/2025 00:00:00,30/12/1899 06:38:47,1179135502,1,,,,,
3059,2/11/2025 00:00:00,30/12/1899 06:56:57,130122424,3,,,,,
3060,2/11/2025 00:00:00,30/12/1899 06:23:55,2362174035,1,,,,,
3061,3/11/2025 00:00:00,30/12/1899 06:36:30,1151435458,1,,,,,
3062,3/11/2025 00:00:00,30/12/1899 06:47:57,1152319842,1,,,,,
3063,3/11/2025 00:00:00,30/12/1899 06:36:08,1152634570,1,,,,,
3064,3/11/2025 00:00:00,30/12/1899 06:50:00,1152681217,3,,,,,
3065,3/11/2025 00:00:00,,1152747521,2,,,,,
3066,3/11/2025 00:00:00,,1152827414,2,,,,,
3067,3/11/2025 00:00:00,,1152995906,2,,,,,
3068,3/11/2025 00:00:00,30/12/1899 06:53:58,1153274269,3,,,,,
3069,3/11/2025 00:00:00,30/12/1899 06:37:32,1153275688,1,,,,,
3070,3/11/2025 00:00:00,,1153600513,2,,,,,
3071,3/11/2025 00:00:00,30/12/1899 06:52:39,1153634983,3,,,,,
3072,3/11/2025 00:00:00,30/12/1899 06:59:57,1153661200,3,,,,,
3073,3/11/2025 00:00:00,30/12/1899 06:37:59,1153788722,1,,,,,
3074,3/11/2025 00:00:00,30/12/1899 06:45:56,1153853385,1,,,,,
3075,3/11/2025 00:00:00,30/12/1899 06:56:32,1153936446,3,,,,,
3076,3/11/2025 00:00:00,,1153958283,2,,,,,
3077,3/11/2025 00:00:00,30/12/1899 06:42:36,1154003626,1,,,,,
3078,3/11/2025 00:00:00,30/12/1899 06:52:18,1154070229,3,,,,,
3079,3/11/2025 00:00:00,30/12/1899 07:03:38,1154123150,3,,,,,
3080,3/11/2025 00:00:00,,1154158719,2,,,,,
3081,3/11/2025 00:00:00,30/12/1899 06:32:08,1154188393,1,,,,,
3082,3/11/2025 00:00:00,30/12/1899 06:39:35,1154212250,1,,,,,
3083,3/11/2025 00:00:00,,1154270266,2,,,,,
3084,3/11/2025 00:00:00,30/12/1899 07:02:10,1154274631,3,,,,,
3085,3/11/2025 00:00:00,30/12/1899 07:00:47,1154343089,3,,,,,
3086,3/11/2025 00:00:00,30/12/1899 07:11:39,1154346223,3,,,,,
3087,3/11/2025 00:00:00,30/12/1899 06:39:39,1154360711,1,,,,,
3088,3/11/2025 00:00:00,30/12/1899 06:59:46,1154446759,3,,,,,
3089,3/11/2025 00:00:00,,1154526873,2,,,,,
3090,3/11/2025 00:00:00,30/12/1899 06:41:37,1154544033,1,,,,,
3091,3/11/2025 00:00:00,30/12/1899 07:04:33,1154556516,3,,,,,
3092,3/11/2025 00:00:00,,1154557571,2,,,,,
3093,3/11/2025 00:00:00,,1154570244,2,,,,,
3094,3/11/2025 00:00:00,30/12/1899 06:44:15,1154597619,1,,,,,
3095,3/11/2025 00:00:00,30/12/1899 06:49:11,1154634040,1,,,,,
3096,3/11/2025 00:00:00,30/12/1899 07:03:11,1154634917,3,,,,,
3097,3/11/2025 00:00:00,30/12/1899 06:48:30,1154647711,1,,,,,
3098,3/11/2025 00:00:00,30/12/1899 06:28:58,1154679904,1,,,,,
3099,3/11/2025 00:00:00,30/12/1899 06:59:05,1154766453,3,,,,,
3100,3/11/2025 00:00:00,30/12/1899 06:41:02,1154826661,1,,,,,
3101,3/11/2025 00:00:00,30/12/1899 06:50:06,1154827073,3,,,,,
3102,3/11/2025 00:00:00,30/12/1899 06:45:53,1154827156,1,,,,,
3103,3/11/2025 00:00:00,30/12/1899 06:53:24,1154830861,3,,,,,
3104,3/11/2025 00:00:00,,1154869661,2,,,,,
3105,3/11/2025 00:00:00,30/12/1899 06:49:28,1154887366,1,,,,,
3106,3/11/2025 00:00:00,30/12/1899 06:49:31,1154887382,1,,,,,
3107,3/11/2025 00:00:00,30/12/1899 06:59:45,1154908436,3,,,,,
3108,3/11/2025 00:00:00,,1154912107,2,,,,,
3109,3/11/2025 00:00:00,30/12/1899 06:30:28,1154914053,1,,,,,
3110,3/11/2025 00:00:00,30/12/1899 06:52:24,1154919011,3,,,,,
3111,3/11/2025 00:00:00,30/12/1899 07:07:43,1154935728,3,,,,,
3112,3/11/2025 00:00:00,,1154938185,2,,,,,
3113,3/11/2025 00:00:00,30/12/1899 06:36:18,1154946444,1,,,,,
3114,3/11/2025 00:00:00,30/12/1899 06:41:20,1154952103,1,,,,,
3115,3/11/2025 00:00:00,30/12/1899 07:01:58,1155001702,3,,,,,
3116,3/11/2025 00:00:00,30/12/1899 07:01:09,1155044280,3,,,,,
3117,3/11/2025 00:00:00,,1155109885,2,,,,,
3118,3/11/2025 00:00:00,30/12/1899 06:42:12,1155115726,1,,,,,
3119,3/11/2025 00:00:00,30/12/1899 06:38:41,1155182163,1,,,,,
3120,3/11/2025 00:00:00,,1155186750,2,,,,,
3121,3/11/2025 00:00:00,30/12/1899 07:12:11,1155186776,3,,,,,
3122,3/11/2025 00:00:00,30/12/1899 06:53:13,1155205873,3,,,,,
3123,3/11/2025 00:00:00,30/12/1899 07:00:06,1155210246,3,,,,,
3124,3/11/2025 00:00:00,,1155247313,2,,,,,
3125,3/11/2025 00:00:00,30/12/1899 06:42:56,1155294018,1,,,,,
3126,3/11/2025 00:00:00,,1155312075,2,,,,,
3127,3/11/2025 00:00:00,30/12/1899 06:38:31,1155313685,1,,,,,
3128,3/11/2025 00:00:00,30/12/1899 06:56:54,1155333147,3,,,,,
3129,3/11/2025 00:00:00,,1155363581,2,,,,,
3130,3/11/2025 00:00:00,30/12/1899 06:56:40,1155394610,3,,,,,
3131,3/11/2025 00:00:00,30/12/1899 06:42:07,1155396995,1,,,,,
3132,3/11/2025 00:00:00,,1155433954,2,,,,,
3133,3/11/2025 00:00:00,,1155472879,2,,,,,
3134,3/11/2025 00:00:00,30/12/1899 06:54:22,1155552456,3,,,,,
3135,3/11/2025 00:00:00,30/12/1899 07:00:27,1155564543,3,,,,,
3136,3/11/2025 00:00:00,30/12/1899 06:57:13,1155581232,3,,,,,
3137,3/11/2025 00:00:00,30/12/1899 06:24:30,1155599408,1,,,,,
3138,3/11/2025 00:00:00,30/12/1899 06:52:13,1155645854,3,,,,,
3139,3/11/2025 00:00:00,30/12/1899 06:30:36,1155674391,1,,,,,
3140,3/11/2025 00:00:00,30/12/1899 06:51:31,1155754656,3,,,,,
3141,3/11/2025 00:00:00,,1155760554,2,,,,,
3142,3/11/2025 00:00:00,30/12/1899 06:59:51,1155783184,3,,,,,
3143,3/11/2025 00:00:00,30/12/1899 06:47:16,1155809963,1,,,,,
3144,3/11/2025 00:00:00,30/12/1899 07:03:40,1155818675,3,,,,,
3145,3/11/2025 00:00:00,30/12/1899 06:59:02,1155830969,3,,,,,
3146,3/11/2025 00:00:00,30/12/1899 06:38:54,1155881384,1,,,,,
3147,3/11/2025 00:00:00,,1155937616,2,,,,,
3148,3/11/2025 00:00:00,30/12/1899 07:12:31,1155949892,3,,,,,
3149,3/11/2025 00:00:00,30/12/1899 06:36:23,1155965054,1,,,,,
3150,3/11/2025 00:00:00,30/12/1899 06:51:08,1155998881,3,,,,,
3151,3/11/2025 00:00:00,30/12/1899 06:41:31,1156030965,1,,,,,
3152,3/11/2025 00:00:00,30/12/1899 06:57:50,1156077727,3,,,,,
3153,3/11/2025 00:00:00,30/12/1899 07:03:53,1156115667,3,,,,,
3154,3/11/2025 00:00:00,30/12/1899 07:02:50,1156164079,3,,,,,
3155,3/11/2025 00:00:00,30/12/1899 06:51:42,1156171355,3,,,,,
3156,3/11/2025 00:00:00,30/12/1899 06:39:56,1156183632,1,,,,,
3157,3/11/2025 00:00:00,30/12/1899 06:32:02,1156205278,1,,,,,
3158,3/11/2025 00:00:00,30/12/1899 06:36:21,1156255281,1,,,,,
3159,3/11/2025 00:00:00,30/12/1899 06:48:35,1156270363,1,,,,,
3160,3/11/2025 00:00:00,30/12/1899 06:50:50,1156277301,3,,,,,
3161,3/11/2025 00:00:00,30/12/1899 06:30:43,1156327700,1,,,,,
3162,3/11/2025 00:00:00,,1156352617,2,,,,,
3163,3/11/2025 00:00:00,30/12/1899 06:40:46,1156353359,1,,,,,
3164,3/11/2025 00:00:00,30/12/1899 07:14:54,1156369439,3,,,,,
3165,3/11/2025 00:00:00,30/12/1899 06:16:29,1156373605,1,,,,,
3166,3/11/2025 00:00:00,,1156391060,2,,,,,
3167,3/11/2025 00:00:00,30/12/1899 06:41:51,1156487421,1,,,,,
3168,3/11/2025 00:00:00,30/12/1899 06:34:20,1156522326,1,,,,,
3169,3/11/2025 00:00:00,30/12/1899 07:04:47,1156539676,3,,,,,
3170,3/11/2025 00:00:00,30/12/1899 06:45:50,1156551069,1,,,,,
3171,3/11/2025 00:00:00,30/12/1899 06:24:52,1156572487,1,,,,,
3172,3/11/2025 00:00:00,30/12/1899 07:05:39,1156643403,3,,,,,
3173,3/11/2025 00:00:00,,1156653600,2,,,,,
3174,3/11/2025 00:00:00,30/12/1899 06:53:34,1156717652,3,,,,,
3175,3/11/2025 00:00:00,30/12/1899 07:05:41,1156762880,3,,,,,
3176,3/11/2025 00:00:00,30/12/1899 06:39:30,1156790683,1,,,,,
3177,3/11/2025 00:00:00,30/12/1899 07:06:04,1156855718,3,,,,,
3178,3/11/2025 00:00:00,30/12/1899 06:45:31,1156863597,1,,,,,
3179,3/11/2025 00:00:00,30/12/1899 06:56:58,1156871244,3,,,,,
3180,3/11/2025 00:00:00,,1156897553,2,,,,,
3181,3/11/2025 00:00:00,30/12/1899 06:43:06,1156899187,1,,,,,
3182,3/11/2025 00:00:00,30/12/1899 06:44:01,1156912899,1,,,,,
3183,3/11/2025 00:00:00,30/12/1899 06:32:52,1156920157,1,,,,,
3184,3/11/2025 00:00:00,30/12/1899 06:57:23,1156921882,3,,,,,
3185,3/11/2025 00:00:00,30/12/1899 06:57:20,1156921908,3,,,,,
3186,3/11/2025 00:00:00,30/12/1899 06:46:03,1156949446,1,,,,,
3187,3/11/2025 00:00:00,30/12/1899 07:05:57,1156949693,3,,,,,
3188,3/11/2025 00:00:00,30/12/1899 06:50:03,1156970939,3,,,,,
3189,3/11/2025 00:00:00,,1156975557,2,,,,,
3190,3/11/2025 00:00:00,30/12/1899 06:15:25,1157150457,1,,,,,
3191,3/11/2025 00:00:00,30/12/1899 06:52:31,1157158641,3,,,,,
3192,3/11/2025 00:00:00,30/12/1899 06:39:04,1157187376,1,,,,,
3193,3/11/2025 00:00:00,30/12/1899 06:48:46,1157206531,1,,,,,
3194,3/11/2025 00:00:00,30/12/1899 06:43:39,1157214071,1,,,,,
3195,3/11/2025 00:00:00,30/12/1899 06:46:54,1157218890,1,,,,,
3196,3/11/2025 00:00:00,30/12/1899 06:34:29,1157221738,1,,,,,
3197,3/11/2025 00:00:00,30/12/1899 07:00:31,1157275130,3,,,,,
3198,3/11/2025 00:00:00,30/12/1899 06:57:32,1157325554,3,,,,,
3199,3/11/2025 00:00:00,30/12/1899 06:56:38,1157421890,3,,,,,
3200,3/11/2025 00:00:00,,1157468537,2,,,,,
3201,3/11/2025 00:00:00,,1157497791,2,,,,,
3202,3/11/2025 00:00:00,30/12/1899 06:42:29,1157506369,1,,,,,
3203,3/11/2025 00:00:00,,1157520345,2,,,,,
3204,3/11/2025 00:00:00,,1157570548,2,,,,,
3205,3/11/2025 00:00:00,30/12/1899 06:33:45,1157658095,1,,,,,
3206,3/11/2025 00:00:00,30/12/1899 06:33:29,1157677699,1,,,,,
3207,3/11/2025 00:00:00,30/12/1899 06:12:51,1157678820,1,,,,,
3208,3/11/2025 00:00:00,30/12/1899 06:33:02,1157713957,1,,,,,
3209,3/11/2025 00:00:00,,1157725027,2,,,,,
3210,3/11/2025 00:00:00,30/12/1899 06:35:13,1157725670,1,,,,,
3211,3/11/2025 00:00:00,30/12/1899 06:54:54,1157767607,3,,,,,
3212,3/11/2025 00:00:00,30/12/1899 06:44:21,1157813393,1,,,,,
3213,3/11/2025 00:00:00,,1157827302,2,,,,,
3214,3/11/2025 00:00:00,30/12/1899 06:48:38,1157878990,1,,,,,
3215,3/11/2025 00:00:00,30/12/1899 06:45:17,1157930114,1,,,,,
3216,3/11/2025 00:00:00,,1157932045,2,,,,,
3217,3/11/2025 00:00:00,,1157950567,2,,,,,
3219,3/11/2025 00:00:00,30/12/1899 07:07:34,1157990712,3,,,,,
3220,3/11/2025 00:00:00,30/12/1899 06:41:54,1158009264,1,,,,,
3221,3/11/2025 00:00:00,30/12/1899 06:49:18,1158009959,1,,,,,
3222,3/11/2025 00:00:00,30/12/1899 06:43:45,1158054922,1,,,,,
3223,3/11/2025 00:00:00,30/12/1899 06:31:52,1158136125,1,,,,,
3224,3/11/2025 00:00:00,30/12/1899 06:41:39,1158153864,1,,,,,
3225,3/11/2025 00:00:00,30/12/1899 06:51:48,1158174530,3,,,,,
3226,3/11/2025 00:00:00,30/12/1899 06:39:44,1158198448,1,,,,,
3227,3/11/2025 00:00:00,30/12/1899 06:40:53,1158206027,1,,,,,
3228,3/11/2025 00:00:00,30/12/1899 06:41:27,1158223147,1,,,,,
3229,3/11/2025 00:00:00,30/12/1899 06:58:57,1158262848,3,,,,,
3230,3/11/2025 00:00:00,30/12/1899 07:00:40,1158312981,3,,,,,
3231,3/11/2025 00:00:00,30/12/1899 06:34:59,1158323137,1,,,,,
3232,3/11/2025 00:00:00,30/12/1899 06:53:18,1158327914,3,,,,,
3233,3/11/2025 00:00:00,,1158336469,2,,,,,
3234,3/11/2025 00:00:00,30/12/1899 07:02:31,1158382653,3,,,,,
3235,3/11/2025 00:00:00,30/12/1899 06:58:38,1158495521,3,,,,,
3236,3/11/2025 00:00:00,30/12/1899 07:01:37,1158536738,3,,,,,
3237,3/11/2025 00:00:00,30/12/1899 06:36:05,1158574267,1,,,,,
3238,3/11/2025 00:00:00,30/12/1899 07:08:24,1158646370,3,,,,,
3239,3/11/2025 00:00:00,,1158659696,2,,,,,
3240,3/11/2025 00:00:00,,1158705911,2,,,,,
3241,3/11/2025 00:00:00,30/12/1899 06:51:10,1158732477,3,,,,,
3242,3/11/2025 00:00:00,30/12/1899 06:50:33,1158821031,3,,,,,
3243,3/11/2025 00:00:00,,1158834471,2,,,,,
3244,3/11/2025 00:00:00,,1158841526,2,,,,,
3245,3/11/2025 00:00:00,30/12/1899 06:44:24,1158883759,1,,,,,
3246,3/11/2025 00:00:00,30/12/1899 06:43:32,1158911436,1,,,,,
3247,3/11/2025 00:00:00,30/12/1899 06:41:04,1158913259,1,,,,,
3248,3/11/2025 00:00:00,30/12/1899 06:24:18,1158916989,1,,,,,
3249,3/11/2025 00:00:00,,1159027950,2,,,,,
3250,3/11/2025 00:00:00,30/12/1899 07:09:37,1159043544,3,,,,,
3251,3/11/2025 00:00:00,30/12/1899 06:56:25,1159061942,3,,,,,
3252,3/11/2025 00:00:00,30/12/1899 06:10:26,1159085933,1,,,,,
3253,3/11/2025 00:00:00,30/12/1899 07:04:56,1159096344,3,,,,,
3254,3/11/2025 00:00:00,30/12/1899 06:38:25,1159108420,1,,,,,
3255,3/11/2025 00:00:00,30/12/1899 07:05:19,1159108677,3,,,,,
3256,3/11/2025 00:00:00,30/12/1899 07:09:22,1159124989,3,,,,,
3257,3/11/2025 00:00:00,30/12/1899 07:00:50,1159129525,3,,,,,
3258,3/11/2025 00:00:00,,1159208121,2,,,,,
3259,3/11/2025 00:00:00,30/12/1899 06:51:46,1159282050,3,,,,,
3260,3/11/2025 00:00:00,30/12/1899 06:43:12,1159285442,1,,,,,
3261,3/11/2025 00:00:00,30/12/1899 06:51:00,1159299492,3,,,,,
3262,3/11/2025 00:00:00,,1159318326,2,,,,,
3263,3/11/2025 00:00:00,30/12/1899 06:59:09,1159345246,3,,,,,
3264,3/11/2025 00:00:00,30/12/1899 06:43:44,1159392503,1,,,,,
3265,3/11/2025 00:00:00,30/12/1899 06:57:41,1159397643,3,,,,,
3266,3/11/2025 00:00:00,30/12/1899 06:59:03,1159401817,3,,,,,
3267,3/11/2025 00:00:00,30/12/1899 06:22:43,1159419900,1,,,,,
3268,3/11/2025 00:00:00,,1159441870,2,,,,,
3269,3/11/2025 00:00:00,30/12/1899 06:56:51,1159467016,3,,,,,
3270,3/11/2025 00:00:00,30/12/1899 06:50:26,1159467917,3,,,,,
3271,3/11/2025 00:00:00,,1159492444,2,,,,,
3272,3/11/2025 00:00:00,30/12/1899 06:50:41,1159528593,3,,,,,
3273,3/11/2025 00:00:00,30/12/1899 07:04:14,1159625274,3,,,,,
3274,3/11/2025 00:00:00,30/12/1899 06:48:23,1159634581,1,,,,,
3275,3/11/2025 00:00:00,,1159673324,2,,,,,
3276,3/11/2025 00:00:00,,1159731155,2,,,,,
3277,3/11/2025 00:00:00,,1159779337,2,,,,,
3278,3/11/2025 00:00:00,,1159799483,2,,,,,
3279,3/11/2025 00:00:00,30/12/1899 07:00:11,1159844065,3,,,,,
3280,3/11/2025 00:00:00,,1159845294,2,,,,,
3281,3/11/2025 00:00:00,30/12/1899 06:41:29,1159847522,1,,,,,
3282,3/11/2025 00:00:00,30/12/1899 06:57:28,1159859394,3,,,,,
3283,3/11/2025 00:00:00,,1159927852,2,,,,,
3284,3/11/2025 00:00:00,,1159962586,2,,,,,
3285,3/11/2025 00:00:00,30/12/1899 06:56:02,1159968500,3,,,,,
3286,3/11/2025 00:00:00,30/12/1899 07:10:35,1160003289,3,,,,,
3287,3/11/2025 00:00:00,30/12/1899 06:51:34,1160048383,3,,,,,
3288,3/11/2025 00:00:00,30/12/1899 07:10:45,1160050124,3,,,,,
3289,3/11/2025 00:00:00,30/12/1899 06:38:21,1160055016,1,,,,,
3290,3/11/2025 00:00:00,30/12/1899 07:07:19,1160109078,3,,,,,
3291,3/11/2025 00:00:00,30/12/1899 06:50:15,1160194849,3,,,,,
3292,3/11/2025 00:00:00,30/12/1899 06:48:00,1160228845,1,,,,,
3293,3/11/2025 00:00:00,30/12/1899 06:49:25,1160281984,1,,,,,
3294,3/11/2025 00:00:00,30/12/1899 06:49:13,1160312458,1,,,,,
3295,3/11/2025 00:00:00,30/12/1899 06:48:11,1160348783,1,,,,,
3296,3/11/2025 00:00:00,30/12/1899 06:59:13,1160382063,3,,,,,
3297,3/11/2025 00:00:00,30/12/1899 06:46:06,1160420590,1,,,,,
3298,3/11/2025 00:00:00,30/12/1899 06:38:36,1160445225,1,,,,,
3299,3/11/2025 00:00:00,30/12/1899 06:23:52,1160488886,1,,,,,
3300,3/11/2025 00:00:00,30/12/1899 07:15:06,1160548416,3,,,,,
3301,3/11/2025 00:00:00,30/12/1899 06:59:53,1160550263,3,,,,,
3302,3/11/2025 00:00:00,,1160570485,2,,,,,
3303,3/11/2025 00:00:00,30/12/1899 06:56:29,1160649271,3,,,,,
3304,3/11/2025 00:00:00,30/12/1899 06:41:00,1160667653,1,,,,,
3305,3/11/2025 00:00:00,30/12/1899 07:02:24,1160667703,3,,,,,
3306,3/11/2025 00:00:00,,1160692404,2,,,,,
3307,3/11/2025 00:00:00,30/12/1899 07:09:08,1160723621,3,,,,,
3308,3/11/2025 00:00:00,30/12/1899 06:40:56,1160758635,1,,,,,
3309,3/11/2025 00:00:00,,1160778021,2,,,,,
3310,3/11/2025 00:00:00,30/12/1899 07:03:43,1160782288,3,,,,,
3311,3/11/2025 00:00:00,30/12/1899 06:34:02,1160784805,1,,,,,
3312,3/11/2025 00:00:00,30/12/1899 07:06:28,1160817886,3,,,,,
3313,3/11/2025 00:00:00,,1160824882,2,,,,,
3314,3/11/2025 00:00:00,30/12/1899 06:50:09,1160883540,3,,,,,
3315,3/11/2025 00:00:00,30/12/1899 07:04:27,1160895387,3,,,,,
3316,3/11/2025 00:00:00,30/12/1899 07:07:51,1160924245,3,,,,,
3317,3/11/2025 00:00:00,30/12/1899 06:26:14,1160942684,1,,,,,
3318,3/11/2025 00:00:00,30/12/1899 06:42:00,1160957138,1,,,,,
3319,3/11/2025 00:00:00,30/12/1899 06:53:55,1160959076,3,,,,,
3320,3/11/2025 00:00:00,30/12/1899 07:08:40,1160967681,3,,,,,
3321,3/11/2025 00:00:00,30/12/1899 07:02:41,1160968309,3,,,,,
3322,3/11/2025 00:00:00,30/12/1899 06:28:49,1161027865,1,,,,,
3323,3/11/2025 00:00:00,30/12/1899 06:47:00,1161053440,1,,,,,
3324,3/11/2025 00:00:00,30/12/1899 06:30:25,1161077951,1,,,,,
3325,3/11/2025 00:00:00,30/12/1899 06:50:54,1161141211,3,,,,,
3326,3/11/2025 00:00:00,30/12/1899 06:47:05,1161156078,1,,,,,
3327,3/11/2025 00:00:00,30/12/1899 06:45:20,1161186265,1,,,,,
3328,3/11/2025 00:00:00,30/12/1899 06:32:55,1161217284,1,,,,,
3329,3/11/2025 00:00:00,,1161271083,2,,,,,
3330,3/11/2025 00:00:00,30/12/1899 07:05:15,1161310105,3,,,,,
3331,3/11/2025 00:00:00,30/12/1899 06:39:41,1161321391,1,,,,,
3332,3/11/2025 00:00:00,30/12/1899 06:40:04,1161371495,1,,,,,
3333,3/11/2025 00:00:00,30/12/1899 07:04:09,1161374408,3,,,,,
3334,3/11/2025 00:00:00,30/12/1899 07:03:07,1161378847,3,,,,,
3335,3/11/2025 00:00:00,30/12/1899 06:50:43,1161404189,3,,,,,
3336,3/11/2025 00:00:00,30/12/1899 07:00:59,1161452485,3,,,,,
3337,3/11/2025 00:00:00,30/12/1899 06:39:26,1161534555,1,,,,,
3338,3/11/2025 00:00:00,30/12/1899 07:06:18,1161536394,3,,,,,
3339,3/11/2025 00:00:00,,1161557069,2,,,,,
3340,3/11/2025 00:00:00,30/12/1899 06:22:23,1161560436,1,,,,,
3341,3/11/2025 00:00:00,30/12/1899 07:08:38,1161597776,3,,,,,
3342,3/11/2025 00:00:00,30/12/1899 06:32:04,1161632987,1,,,,,
3343,3/11/2025 00:00:00,30/12/1899 06:34:53,1161681182,1,,,,,
3344,3/11/2025 00:00:00,30/12/1899 06:54:27,1161728488,3,,,,,
3345,3/11/2025 00:00:00,30/12/1899 06:38:02,1161753577,1,,,,,
3346,3/11/2025 00:00:00,30/12/1899 06:36:11,1161754815,1,,,,,
3347,3/11/2025 00:00:00,30/12/1899 06:57:17,1161804552,3,,,,,
3348,3/11/2025 00:00:00,30/12/1899 06:40:36,1161809767,1,,,,,
3349,3/11/2025 00:00:00,30/12/1899 07:03:49,1161813215,3,,,,,
3350,3/11/2025 00:00:00,30/12/1899 06:58:08,1161815350,3,,,,,
3351,3/11/2025 00:00:00,,1161838329,2,,,,,
3352,3/11/2025 00:00:00,30/12/1899 07:06:42,1161863863,3,,,,,
3353,3/11/2025 00:00:00,30/12/1899 06:54:44,1161918113,3,,,,,
